index,id,examYear,examRound,questionNumber,category,questionText,choice1,choice2,choice3,choice4,choice5,correctChoice,explanation,source,keywords,needsLegalReview
107,2022-34-108,2022,34,108,こころとからだのしくみ,Ｂさん（76 歳，女性）は，病気はなく散歩が日課である。肺がん（lungcancer）の 夫を長年介護し，数か月前に自宅で看取った。その体験から，死期の迫った段階では延命を目的とした治療は受けずに，自然な最期を迎えたいと願いる。Ｂさんが希望する死を 表す用語として， 最も適切なものを 1 つ選びなさい。,脳死,突然死,尊厳死,積極的安楽死,心臓死21＜ 領域 ：,3,正解は3です。延命を目的とした治療を望まず、本人の尊厳や意思を重視して自然な最期を迎える考え方は尊厳死と表現されます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
108,2022-34-109,2022,34,109,医療的ケア,社会福祉士及び介護福祉士法で規定されている介護福祉士が実施できる経管栄養の行為として，正しいものを 1 つ選びなさい。,栄養剤の種類の変更,栄養剤の注入速度の決定,経鼻経管栄養チューブの胃内への留置,栄養剤の 注入,胃ろうカテーテルの定期交換,4,正解は4です。必要な研修などの要件を満たした介護福祉士は、医師等の指示のもとで経管栄養の栄養剤注入を実施できます。チューブ留置や交換などの医療行為は行いません。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
109,2022-34-110,2022,34,110,医療的ケア,気管カニューレ内部の喀痰吸引で，指示された吸引時間よりも長た場合，吸引後に注意すべき項目として， 最も適切なものを 1 つ選びなさい。,体温,血糖値,動脈血酸素飽和度,痰の色,唾液の 量,3,正解は3です。吸引が長すぎると低酸素状態を招くことがあるため、吸引後は動脈血酸素飽和度（SpO2）や呼吸状態を確認します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
110,2022-34-111,2022,34,111,医療的ケア,呼吸器官の換気とガス交換に関する次の記述のうち， 最も適切なものを1 つ選びなさい。,換気とは，体外から二酸化炭素を取り込み，体外に酸素を 排出 する 働きをいう。,呼吸運動は，主として大胸筋によって 行われる。,1 回に吸い込める空気の 量は，年齢とともに増加する。,ガス交換は，肺胞内の空気と血液の 間で 行われる。,筋萎縮性側索硬化症（amyotrophic lateral sclerosis：ＡＬＳ）では，主にガス交換の 働きが低下する。,4,正解は4です。肺胞と毛細血管の間で酸素と二酸化炭素が交換されることをガス交換といいます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
111,2022-34-112,2022,34,112,医療的ケア,経管栄養で用いる半固形タイプの栄養剤の 特徴 に関する次の記述のうち，最も適切なものを 1 つ選びなさい。,経鼻経管栄養法に適している。,液状 タイプと同じ粘稠度である。,食道 への 逆流 を改善することが期待できる。,仰臥位（背臥位）で 注入 する。,注入時間は， 液状 タイプより長い。,3,正解は3です。半固形タイプは胃内で流動しにくく、胃食道逆流の軽減が期待できます。通常は胃ろうなどで用いられます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
112,2022-34-113,2022,34,113,医療的ケア,経管栄養で，栄養剤の注入後に白湯を経管栄養チューブに 注入 する理由として， 最も適切なものを 1 つ選びなさい。,チューブ内を 消毒 する。,チューブ内の栄養剤を洗い流す。回，訪問介護（ホームヘルプサービス）を利用することになり，介護支援専門員（ケアマネジャー）は，「自宅で，衛生的な生活ができる」をケアプランの長期目標とした。,水分を補給する。,胃内を 温める。,栄養剤の濃度を 調節 する。23＜,2,正解は2です。栄養剤注入後に白湯を流すのは、チューブ内に残った栄養剤を洗い流して閉塞を予防するためです。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
113,2022-34-114,2022,34,114,総合問題,"次の事例を読んで，問題 114 から問題 116 までについて答えなさい。〔事例〕Ｃさん（83 歳，女性）は，一人暮らしで，近所に買い物に行く以外はテレビを見過ごしている。近県に息子がいるが，仕事が 忙しく，会いに来かった。ある日，息子が久しぶりに訪問すると，部屋の中がごみや衣類などで散た。病院を受診するとＣさんはアルツハイマー型認知症（dementia of the Alzheimerʼstype）と診断され，要介護 1 と認定された。Ｃさんは，時々，電気湯沸しポットの使い方がわからなくなって湯が出り，お茶を入れる 順番 がわからずに混乱する様子が見られた。心配した息子は，介護保険サービスを利用することにした。後日，介護支援専門員（ケアマネジャー）が訪問し，介護保険サービスの利用についてＣさんや息子と話合った。週2 回，訪問介護（ホームヘルプサービス）を利用することになり，介護支援専門員（ケアマネジャー）は，「自宅で，衛生的な生活ができる」をケアプランの長期目標とした。総合問題24
Ｃさんを担当する訪問介護員（ホームヘルパー）は，サービス提供責任者と共に訪問介護計画書を作成することになった。次の記述の中で，短期目標として， 最も適切なものを 1 つ選びなさい。",掃除機を利用して， 1人で掃除をすることができるようになる。,電気湯沸しポットを使い， 1人でお茶を入れることができるようになる。回，息子にＣさんの自宅を訪問してもらう。,Ｃさんの残存機能に着目して支援する。,週2回，息子にＣさんの自宅を訪問してもらう。,訪問介護員（ホームヘルパー）と一緒に掃除をすることができるようになる。,5,正解は5です。長期目標『自宅で衛生的な生活ができる』につながり、本人の能力を活用しながら訪問介護員と一緒に掃除するという具体的・達成可能な短期目標です。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
114,2022-34-115,2022,34,115,総合問題,"次の事例を読んで，問題 114 から問題 116 までについて答えなさい。〔事例〕Ｃさん（83 歳，女性）は，一人暮らしで，近所に買い物に行く以外はテレビを見過ごしている。近県に息子がいるが，仕事が 忙しく，会いに来かった。ある日，息子が久しぶりに訪問すると，部屋の中がごみや衣類などで散た。病院を受診するとＣさんはアルツハイマー型認知症（dementia of the Alzheimerʼstype）と診断され，要介護 1 と認定された。Ｃさんは，時々，電気湯沸しポットの使い方がわからなくなって湯が出り，お茶を入れる 順番 がわからずに混乱する様子が見られた。心配した息子は，介護保険サービスを利用することにした。後日，介護支援専門員（ケアマネジャー）が訪問し，介護保険サービスの利用についてＣさんや息子と話合った。週2 回，訪問介護（ホームヘルプサービス）を利用することになり，介護支援専門員（ケアマネジャー）は，「自宅で，衛生的な生活ができる」をケアプランの長期目標とした。総合問題24
Ｃさんは，たびたび息子に電気湯沸しポットが壊れていると 訴になった。Ｃさんのこのような 状態 に該当するものとして，適切なものを 1 つ選びなさい。",空間認知障害,視覚認知障害,遂行機能障害,失認,観念運動失行,3,正解は3です。手順が分からず、複数の動作を計画して順序よく実行できない状態は遂行機能障害に当たります。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
115,2022-34-116,2022,34,116,総合問題,"次の事例を読んで，問題 114 から問題 116 までについて答えなさい。〔事例〕Ｃさん（83 歳，女性）は，一人暮らしで，近所に買い物に行く以外はテレビを見過ごしている。近県に息子がいるが，仕事が 忙しく，会いに来かった。ある日，息子が久しぶりに訪問すると，部屋の中がごみや衣類などで散た。病院を受診するとＣさんはアルツハイマー型認知症（dementia of the Alzheimerʼstype）と診断され，要介護 1 と認定された。Ｃさんは，時々，電気湯沸しポットの使い方がわからなくなって湯が出り，お茶を入れる 順番 がわからずに混乱する様子が見られた。心配した息子は，介護保険サービスを利用することにした。後日，介護支援専門員（ケアマネジャー）が訪問し，介護保険サービスの利用についてＣさんや息子と話合った。週2 回，訪問介護（ホームヘルプサービス）を利用することになり，介護支援専門員（ケアマネジャー）は，「自宅で，衛生的な生活ができる」をケアプランの長期目標とした。総合問題24
Ｃさんの家に訪問介護員（ホームヘルパー）が通い始めて数か月が経過した頃，Ｃさんの息子から訪問介護員（ホームヘルパー）に以下の希望が挙げられた。介護保険で対応可能な支援として，適切なものを 1 つ選びなさい。",Ｃさんと息子が出かけている 間に洗濯物を取り込む。,Ｃさんの処方薬を 薬局 で受け取る。,地域のお祭りにＣさんと一緒に行く。,Ｃさんの部屋の壁紙を張り替える。,訪ねて来た親戚にお茶を入れる。26（,2,正解は2です。本人の日常生活に必要な薬の受け取りは、訪問介護の生活援助として対応可能な場合があります。本人不在中の家事や来客対応などは原則として対象外です。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
116,2022-34-117,2022,34,117,総合問題,"次の事例を読んで，問題 117 から問題 119 までについて答えなさい。〔事例〕Ｄさん（70 歳，男性）は，19 歳のときに統合失調症（schizophrenia）を 発症 し，入退院を繰り返しながら両親 と一緒に生活してきた。 両親 が亡きっかけとして不安に襲われ，妄想や 幻聴の症状 が強く 現れるようになった。そのため，兄に付き添われて精神科病院を受診し，医療保護入院となった。現在は， 入院 から 3 年が経過し， 陽性 症 状 はほとんどなく， 病棟で日中 はレクリエーションに参加するなど落ち着いて生活している。
Ｄさんが 3 年前に 入院 した医療保護入院の制度に関する次の記述のうち，正しいものを 1 つ選びなさい。",Ｄさんの同意による 入院,精神保健指定医 2 名以上の診察の結果が， 入院 させなければ自傷他害の恐あると一致した場合の 入院,精神保健指定医 1 名が診察し， 入院 させなければ自傷他害の恐れがあると判断した場合，72 時間以内に制限した 入院,精神保健指定医 1 名が診察し，Ｄさんの同意が得られず，家族等 1 名の同意がある 入院,精神保健指定医 1 名が診察し，Ｄさんの同意が得られず，さらに家族等の同意が得られないため 72 時間以内に制限した 入院,4,正解は4です。医療保護入院は、本人の同意が得られない場合に、精神保健指定医の診察と家族等の同意など法定要件に基づいて行われる入院です。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
117,2022-34-118,2022,34,118,総合問題,"次の事例を読んで，問題 117 から問題 119 までについて答えなさい。〔事例〕Ｄさん（70 歳，男性）は，19 歳のときに統合失調症（schizophrenia）を 発症 し，入退院を繰り返しながら両親 と一緒に生活してきた。 両親 が亡きっかけとして不安に襲われ，妄想や 幻聴の症状 が強く 現れるようになった。そのため，兄に付き添われて精神科病院を受診し，医療保護入院となった。現在は， 入院 から 3 年が経過し， 陽性 症 状 はほとんどなく， 病棟で日中 はレクリエーションに参加するなど落ち着いて生活している。
1年前からＤさんの退院について検討が 行われてきた。Ｄさんは退院後の生活に対する不安があり，「帰る家がない」，「顔見知りの患者や 職員 がいるのでここを離れたくない」と退院には 消極 的 であった。しかし，Ｄさんと仲のよい患者が，退院し施設入所したことをきっかけに退院を 考えるようになった。Ｄさんは，整容，入浴，排泄，食事，移動は見守りがあればできる。また，介護福祉職の助言を受ければ，日用品などを買うことはできる。 経済 状 況 は， 障害基礎年金 2 級と生活保護を 受給 している。要介護認定を受けたところ，要介護 1と認定された。Ｄさんの退院先の候補になる施設として， 最も適切なものを 1 つ選びなさい。",養護老人ホーム,老人福祉センター,更生施設,地域生活定着支援センター,介護老人福祉施設,1,正解は1です。養護老人ホームは、環境上・経済上の理由で居宅生活が困難な高齢者の入所先となり得ます。要介護1だから直ちに介護老人福祉施設の対象になるわけではありません。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
118,2022-34-119,2022,34,119,総合問題,"次の事例を読んで，問題 117 から問題 119 までについて答えなさい。〔事例〕Ｄさん（70 歳，男性）は，19 歳のときに統合失調症（schizophrenia）を 発症 し，入退院を繰り返しながら両親 と一緒に生活してきた。 両親 が亡きっかけとして不安に襲われ，妄想や 幻聴の症状 が強く 現れるようになった。そのため，兄に付き添われて精神科病院を受診し，医療保護入院となった。現在は， 入院 から 3 年が経過し， 陽性 症 状 はほとんどなく， 病棟で日中 はレクリエーションに参加するなど落ち着いて生活している。
Ｄさんは施設への入所が決まり，うれしそうに退院の準備をするようになった。ある夜， 1人で荷物の整理をしていたときに転んでしまい，顔を強打して大きなあざができた。後遺症はないことがわかったが，Ｄさんは自信をなくし，介護福祉職に，「これでは施設も自分を受け入れてくれないだろう」と言い，「施設入所がうれしくて早く準備がしたかった」と話した。そばに寄り添い，Ｄさんの 話を聴き終えた介護福祉職が，「施設入所がうれしくて，早く準備をしたかったのですね」と言うと，Ｄさんは，「退院を 諦ど，自分にも暮らせる場所があると思った」とやりたいことや夢を語り出した。介護福祉職が 行ったコミュニケーション技術として， 最も適切なものを 1 つ選びなさい。",あいづち,言い換,要約,繰り返,閉じられた質問29（,4,正解は4です。相手が述べた『施設入所がうれしくて、早く準備をしたかった』という言葉をそのまま返しており、コミュニケーション技法の『繰り返し』です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
119,2022-34-120,2022,34,120,総合問題,"次の事例を読んで，問題 120 から問題 122 までについて答えなさい。〔事例〕Ｅ さ ん（35 歳， 男性）は， 1 年前に筋萎縮性側索硬化症（amyotrophic lateralsclerosis：ＡＬＳ）と診断された。当初の 症状 としては，ろれつが回らず，食べ物の飲み込みが悪くなり， 体重の減少 がみられた。その後，Ｅさんの 症状 は進行し，同居している両親から介護を受けて生活をしていたが， 両親の介護負担が大きくなったため，障害福祉サービスを利用することになった。障害支援区分の認定を受けたところ，障害支援区分 3 になった。Ｅさんは訪問介護員（ホームヘルパー）から食事や 入浴 の介護を受けて自宅で生活をしている。
Ｅさんが病院を受診するきっかけになった 症状 に該当するものとして，最も適切なものを 1 つ選びなさい。",対麻痺,単麻痺,球麻痺,安静時振戦,間欠性跛行,3,正解は3です。ろれつが回らない、飲み込みにくいといった構音・嚥下障害は、ALSでみられる球麻痺の症状です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
120,2022-34-121,2022,34,121,総合問題,"次の事例を読んで，問題 120 から問題 122 までについて答えなさい。〔事例〕Ｅ さ ん（35 歳， 男性）は， 1 年前に筋萎縮性側索硬化症（amyotrophic lateralsclerosis：ＡＬＳ）と診断された。当初の 症状 としては，ろれつが回らず，食べ物の飲み込みが悪くなり， 体重の減少 がみられた。その後，Ｅさんの 症状 は進行し，同居している両親から介護を受けて生活をしていたが， 両親の介護負担が大きくなったため，障害福祉サービスを利用することになった。障害支援区分の認定を受けたところ，障害支援区分 3 になった。Ｅさんは訪問介護員（ホームヘルパー）から食事や 入浴 の介護を受けて自宅で生活をしている。
ある日，Ｅさんの自宅を訪問した訪問介護員（ホームヘルパー）は，Ｅさんの 両親 から，「これまでＥは 話をするのが 難しく，筆談で意思を聞いてきたが，ペンを持つのが 難しくなってきた」と聞いた。確かにＥさんは，発話や字を書とは困難な様子だが，目はよく動いている。次のうち，今後，Ｅさんが家族とコミュニケーションをとるときに使きる道具として， 最も適切なものを 1 つ選びなさい。",ホワイトボード,絵や写真,透明文字盤,拡声器,補聴器,3,正解は3です。透明文字盤は、発話や筆記が難しくても眼球運動が保たれている人が、視線で文字を選んで意思表示するために利用できます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
121,2022-34-122,2022,34,122,総合問題,"次の事例を読んで，問題 120 から問題 122 までについて答えなさい。〔事例〕Ｅ さ ん（35 歳， 男性）は， 1 年前に筋萎縮性側索硬化症（amyotrophic lateralsclerosis：ＡＬＳ）と診断された。当初の 症状 としては，ろれつが回らず，食べ物の飲み込みが悪くなり， 体重の減少 がみられた。その後，Ｅさんの 症状 は進行し，同居している両親から介護を受けて生活をしていたが， 両親の介護負担が大きくなったため，障害福祉サービスを利用することになった。障害支援区分の認定を受けたところ，障害支援区分 3 になった。Ｅさんは訪問介護員（ホームヘルパー）から食事や 入浴 の介護を受けて自宅で生活をしている。
3年後，Ｅさんの 症状 はさらに進行し，障害支援区分 6 になった。Ｅさんはこれまでどおり，自宅での生活を希望し，Ｅさんの 両親 は障害福祉サービスを利用しながら最期まで自宅でＥさんの介護を 行うことを希望している。Ｅさんと 両親 の希望の実現に向けて，現在の 状態 からＥさんが利用するサービスとして， 最も適切なものを 1 つ選びなさい。",育成医療,就労定着支援,共同生活援助（グループホーム）,行動援護,重度訪問介護31（,5,正解は5です。重度訪問介護は、重度の肢体不自由などで常時介護が必要な人に、居宅介護や外出時支援などを包括的に提供し、在宅生活を支えます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
122,2022-34-123,2022,34,123,総合問題,"次の事例を読んで，問題 123 から問題 125 までについて答えなさい。〔事例〕Ｆさん（50 歳，女性，障害支援区分 5）は，アテトーゼ型（athetosis）の脳性麻痺（cerebral palsy）による四肢・体幹機能障害がある。居宅介護を利用し， 入浴 の支援を受けながら母親（79 歳）と暮らしていた。Ｆさんは障害基礎年金 1 級を 受給 していて，Ｆさん名義の貯蓄がある。金銭管理は母親が 行っていた。Ｆさんは， 3 年前に誤嚥性肺炎（aspiration pneumonia）で 入院 したことがある。言語障害があり，慣れた人でないと言葉が聞き取りにくい。自宅では 車いすに乗り，足で床を蹴って移動し，屋外は母親が 車いすを押していた。Ｆさんは自宅内の移動以外の日常生活については，母親から全面的に介護を受けて生活していた。最近，日中活動の場と短期入所（ショートステイ）の利用について，市の障害福祉課に相談するようになった。ところが，母親が持病の心疾患（heart disease）で亡くなり，市の障害福祉課がＦさんと当面の生活について検討することになった。Ｆさんは 1人で生活することは 難しいと思い，施設入所を希望している。
Ｆさんの脳性麻痺（cerebral palsy）の 特徴 に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。",強い筋緊張から，四肢の突っ張りが強い。,不随意運動が 生じて，運動コントロールが困難になる。,文字の読みの不正確さがあり，読んだ内容を理解しにくい。,動作は緩慢で， 表情 が乏しくなる。,着衣失行が 生じる。,2,正解は2です。アテトーゼ型脳性麻痺では、意思と無関係な不随意運動が生じ、姿勢や随意運動のコントロールが難しくなることが特徴です。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
123,2022-34-124,2022,34,124,総合問題,"次の事例を読んで，問題 123 から問題 125 までについて答えなさい。〔事例〕Ｆさん（50 歳，女性，障害支援区分 5）は，アテトーゼ型（athetosis）の脳性麻痺（cerebral palsy）による四肢・体幹機能障害がある。居宅介護を利用し， 入浴 の支援を受けながら母親（79 歳）と暮らしていた。Ｆさんは障害基礎年金 1 級を 受給 していて，Ｆさん名義の貯蓄がある。金銭管理は母親が 行っていた。Ｆさんは， 3 年前に誤嚥性肺炎（aspiration pneumonia）で 入院 したことがある。言語障害があり，慣れた人でないと言葉が聞き取りにくい。自宅では 車いすに乗り，足で床を蹴って移動し，屋外は母親が 車いすを押していた。Ｆさんは自宅内の移動以外の日常生活については，母親から全面的に介護を受けて生活していた。最近，日中活動の場と短期入所（ショートステイ）の利用について，市の障害福祉課に相談するようになった。ところが，母親が持病の心疾患（heart disease）で亡くなり，市の障害福祉課がＦさんと当面の生活について検討することになった。Ｆさんは 1人で生活することは 難しいと思い，施設入所を希望している。
Ｆさんは，障害者支援施設に入所 できることになり，アセスメント（assessment）が 行われた。相談支援専門員は，Ｆさんの希望をもとに，これまでの 生活 状 況 と身体の様子等から，もう少し本人にできることがあるのではないかと 考え，「障害者支援施設で施設入所支援と生活介護を利用しながら， 将来の生活を 考える」という方針を立てた。また，長期目標を，「自分に適した介護を受けながら，様々な生活経験を積む」とした。Ｆさんの短期目標として， 最も適切なものを 1 つ選びなさい。",入浴時に自分でからだを洗えるようになる。,毎日字を書く 練習を行い，筆談で会話ができるようになる。,施設内は， 車いす介助を受けながら安全に移動する。,経管栄養で食事がとれるようになる。,日中活動として 外出 や興味のあるグループ活動に参加する。,5,正解は5です。長期目標が『様々な生活経験を積む』ことなので、外出や興味のあるグループ活動への参加は本人の希望と社会参加を広げる短期目標になります。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
124,2022-34-125,2022,34,125,総合問題,"次の事例を読んで，問題 123 から問題 125 までについて答えなさい。〔事例〕Ｆさん（50 歳，女性，障害支援区分 5）は，アテトーゼ型（athetosis）の脳性麻痺（cerebral palsy）による四肢・体幹機能障害がある。居宅介護を利用し， 入浴 の支援を受けながら母親（79 歳）と暮らしていた。Ｆさんは障害基礎年金 1 級を 受給 していて，Ｆさん名義の貯蓄がある。金銭管理は母親が 行っていた。Ｆさんは， 3 年前に誤嚥性肺炎（aspiration pneumonia）で 入院 したことがある。言語障害があり，慣れた人でないと言葉が聞き取りにくい。自宅では 車いすに乗り，足で床を蹴って移動し，屋外は母親が 車いすを押していた。Ｆさんは自宅内の移動以外の日常生活については，母親から全面的に介護を受けて生活していた。最近，日中活動の場と短期入所（ショートステイ）の利用について，市の障害福祉課に相談するようになった。ところが，母親が持病の心疾患（heart disease）で亡くなり，市の障害福祉課がＦさんと当面の生活について検討することになった。Ｆさんは 1人で生活することは 難しいと思い，施設入所を希望している。
入所 してから 3 か月が経ち，支援の見直しが 行われた。Ｆさんは施設生活にも慣れ，相談できる人も増えている。また，「自分でお小遣いを使えるようになりたい」と言い，外出時に必要なお金を介護福祉職と一緒に 考えるようになった。 将来 の地域生活を 考えて，社会福祉協議会の金銭管理に切替えることが検討された。Ｆさんが活用できる社会福祉協議会が 行う金銭管理として， 最も適切なものを1 つ選びなさい。",日常生活自立支援事業,生活福祉資金,自立訓練,生活困窮者家計改善支援事業,自発的活動支援事業,1,正解は1です。日常生活自立支援事業は、判断能力が十分でない人に対し、社会福祉協議会などが福祉サービス利用援助や日常的な金銭管理を支援する制度です。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
